text,label,tokens,letters,embeddings
Please retrieve 10 papers on neural networks and deep learning from IEEE Xplore,Computer_Science,"[31121, 17622, 220, 605, 16064, 389, 30828, 14488, 323, 5655, 6975, 505, 61155, 38345, 20763]","['please', ' retrieve', ' ', '10', ' papers', ' on', ' neural', ' networks', ' and', ' deep', ' learning', ' from', ' ieee', ' xp', 'lore']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0154,  0.0290,  0.0043,  ...,  0.0052, -0.0078, -0.0048],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Search for 10 papers on cybersecurity measures in cloud computing, no year restriction, from Google Scholar",Computer_Science,"[1874, 369, 220, 605, 16064, 389, 62542, 11193, 304, 9624, 25213, 912, 1060, 20020, 505, 11819, 18640]","['search', ' for', ' ', '10', ' papers', ' on', ' cybersecurity', ' measures', ' in', ' cloud', ' computing', ' no', ' year', ' restriction', ' from', ' google', ' scholar']","tensor([[ 0.0071,  0.0210, -0.0067,  ..., -0.0042, -0.0190, -0.0050],
        [-0.0125,  0.0107, -0.0132,  ...,  0.0056, -0.0239, -0.0063],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"I am looking for 10 recent papers on natural language processing advancements from arXiv, preferably published after 2021",Computer_Science,"[72, 1097, 3411, 369, 220, 605, 3293, 16064, 389, 5933, 4221, 8863, 83787, 505, 802, 89833, 52754, 4756, 1306, 220, 2366, 16]","['i', ' am', ' looking', ' for', ' ', '10', ' recent', ' papers', ' on', ' natural', ' language', ' processing', ' advancements', ' from', ' ar', 'xiv', ' preferably', ' published', ' after', ' ', '202', '1']","tensor([[-0.0056, -0.0228, -0.0147,  ...,  0.0122, -0.0128, -0.0201],
        [-0.0002,  0.0156, -0.0028,  ...,  0.0093, -0.0010,  0.0081],
        [-0.0185,  0.0225, -0.0086,  ...,  0.0105, -0.0109, -0.0034],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Please find 10 papers discussing the applications of quantum computing, published in the last 5 years from IEEE Xplore",Computer_Science,"[31121, 1505, 220, 605, 16064, 25394, 279, 8522, 315, 31228, 25213, 4756, 304, 279, 1566, 220, 20, 1667, 505, 61155, 38345, 20763]","['please', ' find', ' ', '10', ' papers', ' discussing', ' the', ' applications', ' of', ' quantum', ' computing', ' published', ' in', ' the', ' last', ' ', '5', ' years', ' from', ' ieee', ' xp', 'lore']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Research on the impact of AI in healthcare, find 10 papers from PubMed, year of publication not restricted",Computer_Science,"[61564, 389, 279, 5536, 315, 16796, 304, 18985, 1505, 220, 605, 16064, 505, 6814, 2106, 1060, 315, 17009, 539, 22486]","['research', ' on', ' the', ' impact', ' of', ' ai', ' in', ' healthcare', ' find', ' ', '10', ' papers', ' from', ' pub', 'med', ' year', ' of', ' publication', ' not', ' restricted']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"I need to retrieve 10 papers on the latest trends in software engineering practices from ACM Digital Library, no constraints on publication year",Computer_Science,"[72, 1205, 311, 17622, 220, 605, 16064, 389, 279, 5652, 18845, 304, 3241, 15009, 12659, 505, 1645, 76, 7528, 6875, 912, 17413, 389, 17009, 1060]","['i', ' need', ' to', ' retrieve', ' ', '10', ' papers', ' on', ' the', ' latest', ' trends', ' in', ' software', ' engineering', ' practices', ' from', ' ac', 'm', ' digital', ' library', ' no', ' constraints', ' on', ' publication', ' year']","tensor([[-0.0056, -0.0228, -0.0147,  ...,  0.0122, -0.0128, -0.0201],
        [-0.0213,  0.0320, -0.0100,  ..., -0.0087, -0.0115,  0.0021],
        [-0.0160,  0.0241, -0.0204,  ...,  0.0093, -0.0150,  0.0105],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Please find 8 papers focused on the ethics of artificial intelligence, ideally published after 2018 from Google Scholar",Computer_Science,"[31121, 1505, 220, 23, 16064, 10968, 389, 279, 32008, 315, 21075, 11478, 50663, 4756, 1306, 220, 679, 23, 505, 11819, 18640]","['please', ' find', ' ', '8', ' papers', ' focused', ' on', ' the', ' ethics', ' of', ' artificial', ' intelligence', ' ideally', ' published', ' after', ' ', '201', '8', ' from', ' google', ' scholar']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Conduct a comprehensive search on the advancements in computer graphics rendering techniques, find 10 papers from IEEE Xplore, with no year restriction",Computer_Science,"[77752, 264, 16195, 2778, 389, 279, 83787, 304, 6500, 14515, 21568, 12823, 1505, 220, 605, 16064, 505, 61155, 38345, 20763, 449, 912, 1060, 20020]","['conduct', ' a', ' comprehensive', ' search', ' on', ' the', ' advancements', ' in', ' computer', ' graphics', ' rendering', ' techniques', ' find', ' ', '10', ' papers', ' from', ' ieee', ' xp', 'lore', ' with', ' no', ' year', ' restriction']","tensor([[ 0.0176, -0.0052, -0.0144,  ..., -0.0145, -0.0094, -0.0189],
        [ 0.0196, -0.0041,  0.0031,  ...,  0.0157,  0.0016, -0.0058],
        [-0.0028,  0.0613, -0.0365,  ...,  0.0147,  0.0047, -0.0126],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Search for 6 papers examining the role of big data analytics in business intelligence, preferably published in the last 3 years from Google Scholar",Computer_Science,"[1874, 369, 220, 21, 16064, 38936, 279, 3560, 315, 2466, 828, 28975, 304, 2626, 11478, 52754, 4756, 304, 279, 1566, 220, 18, 1667, 505, 11819, 18640]","['search', ' for', ' ', '6', ' papers', ' examining', ' the', ' role', ' of', ' big', ' data', ' analytics', ' in', ' business', ' intelligence', ' preferably', ' published', ' in', ' the', ' last', ' ', '3', ' years', ' from', ' google', ' scholar']","tensor([[ 0.0071,  0.0210, -0.0067,  ..., -0.0042, -0.0190, -0.0050],
        [-0.0125,  0.0107, -0.0132,  ...,  0.0056, -0.0239, -0.0063],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"I would like to gather insights on the evolution of programming languages, find 10 papers published within the last 5 years from arXiv, no particular focus on publication year",Computer_Science,"[72, 1053, 1093, 311, 9762, 26793, 389, 279, 15740, 315, 15840, 15823, 1505, 220, 605, 16064, 4756, 2949, 279, 1566, 220, 20, 1667, 505, 802, 89833, 912, 4040, 5357, 389, 17009, 1060]","['i', ' would', ' like', ' to', ' gather', ' insights', ' on', ' the', ' evolution', ' of', ' programming', ' languages', ' find', ' ', '10', ' papers', ' published', ' within', ' the', ' last', ' ', '5', ' years', ' from', ' ar', 'xiv', ' no', ' particular', ' focus', ' on', ' publication', ' year']","tensor([[-5.6351e-03, -2.2824e-02, -1.4663e-02,  ...,  1.2237e-02,
         -1.2837e-02, -2.0123e-02],
        [-2.5572e-03, -1.2035e-02, -8.2804e-03,  ..., -1.5634e-03,
         -2.7771e-02,  1.9618e-02],
        [ 2.2129e-03,  1.1539e-02,  2.0526e-02,  ..., -6.0871e-05,
          1.0471e-03, -6.0377e-03],
        ...,
        [ 8.9267e-03,  3.9476e-02, -1.9119e-02,  ...,  8.5489e-03,
         -1.0652e-02,  6.4003e-03],
        [-8.0518e-03,  1.9446e-02, -3.7204e-03,  ..., -6.2516e-04,
         -3.5349e-03, -4.7743e-03],
        [-9.5616e-03,  4.1167e-02, -1.0944e-02,  ...,  6.4714e-03,
         -1.5375e-03,  1.1509e-02]])"
"I need 10 papers on the efficacy of mRNA vaccines from PubMed, no year restriction",Medicine,"[72, 1205, 220, 605, 16064, 389, 279, 41265, 315, 17767, 3458, 40300, 505, 6814, 2106, 912, 1060, 20020]","['i', ' need', ' ', '10', ' papers', ' on', ' the', ' efficacy', ' of', ' mr', 'na', ' vaccines', ' from', ' pub', 'med', ' no', ' year', ' restriction']","tensor([[-0.0056, -0.0228, -0.0147,  ...,  0.0122, -0.0128, -0.0201],
        [-0.0213,  0.0320, -0.0100,  ..., -0.0087, -0.0115,  0.0021],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Retrieve 10 recent studies on mental health interventions in adolescents from Google Scholar, published after 2019",Medicine,"[56627, 220, 605, 3293, 7978, 389, 10723, 2890, 39455, 304, 51516, 505, 11819, 18640, 4756, 1306, 220, 679, 24]","['retrieve', ' ', '10', ' recent', ' studies', ' on', ' mental', ' health', ' interventions', ' in', ' adolescents', ' from', ' google', ' scholar', ' published', ' after', ' ', '201', '9']","tensor([[-0.0125,  0.0236, -0.0009,  ..., -0.0003, -0.0108,  0.0025],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        [-0.0338, -0.0229, -0.0144,  ...,  0.0016, -0.0238, -0.0144],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Find 10 papers on the management of diabetes in elderly patients from PubMed, published after 2021",Medicine,"[3990, 220, 605, 16064, 389, 279, 6373, 315, 20335, 304, 29920, 6978, 505, 6814, 2106, 4756, 1306, 220, 2366, 16]","['find', ' ', '10', ' papers', ' on', ' the', ' management', ' of', ' diabetes', ' in', ' elderly', ' patients', ' from', ' pub', 'med', ' published', ' after', ' ', '202', '1']","tensor([[-0.0323,  0.0186, -0.0094,  ...,  0.0078, -0.0138, -0.0131],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        [-0.0338, -0.0229, -0.0144,  ...,  0.0016, -0.0238, -0.0144],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Looking for comprehensive research on the relationship between gut microbiome and autoimmune diseases. Please retrieve 10 papers from PubMed, with no restrictions on publication year.",Medicine,"[20986, 369, 16195, 3495, 389, 279, 5133, 1990, 18340, 53499, 638, 323, 88191, 19338, 4587, 17622, 220, 605, 16064, 505, 6814, 2106, 449, 912, 17294, 389, 17009, 1060]","['looking', ' for', ' comprehensive', ' research', ' on', ' the', ' relationship', ' between', ' gut', ' microbi', 'ome', ' and', ' autoimmune', ' diseases', ' please', ' retrieve', ' ', '10', ' papers', ' from', ' pub', 'med', ' with', ' no', ' restrictions', ' on', ' publication', ' year']","tensor([[-0.0242,  0.0255, -0.0036,  ...,  0.0045, -0.0167, -0.0179],
        [-0.0125,  0.0107, -0.0132,  ...,  0.0056, -0.0239, -0.0063],
        [-0.0028,  0.0613, -0.0365,  ...,  0.0147,  0.0047, -0.0126],
        ...,
        [-0.0185,  0.0291,  0.0026,  ...,  0.0087,  0.0085,  0.0197],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"I want 10 papers on telemedicine applications in primary care, no year constraint, sourced from Google Scholar",Medicine,"[72, 1390, 220, 605, 16064, 389, 8122, 83543, 8522, 304, 6156, 2512, 912, 1060, 22295, 42211, 505, 11819, 18640]","['i', ' want', ' ', '10', ' papers', ' on', ' tele', 'medicine', ' applications', ' in', ' primary', ' care', ' no', ' year', ' constraint', ' sourced', ' from', ' google', ' scholar']","tensor([[-0.0056, -0.0228, -0.0147,  ...,  0.0122, -0.0128, -0.0201],
        [-0.0117, -0.0067, -0.0037,  ...,  0.0004,  0.0018, -0.0036],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Find 10 studies examining the long-term effects of COVID-19 on cardiovascular health, published after 2022 from PubMed",Medicine,"[3990, 220, 605, 7978, 38936, 279, 1317, 5098, 6372, 315, 84117, 777, 389, 41713, 2890, 4756, 1306, 220, 2366, 17, 505, 6814, 2106]","['find', ' ', '10', ' studies', ' examining', ' the', ' long', 'term', ' effects', ' of', ' covid', '19', ' on', ' cardiovascular', ' health', ' published', ' after', ' ', '202', '2', ' from', ' pub', 'med']","tensor([[-0.0323,  0.0186, -0.0094,  ...,  0.0078, -0.0138, -0.0131],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        [-0.0338, -0.0229, -0.0144,  ...,  0.0016, -0.0238, -0.0144],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Please retrieve 10 articles on advancements in surgical techniques for orthopedic injuries from Google Scholar, with no restrictions on publication year",Medicine,"[31121, 17622, 220, 605, 9908, 389, 83787, 304, 34933, 12823, 369, 30299, 16771, 292, 15319, 505, 11819, 18640, 449, 912, 17294, 389, 17009, 1060]","['please', ' retrieve', ' ', '10', ' articles', ' on', ' advancements', ' in', ' surgical', ' techniques', ' for', ' orth', 'oped', 'ic', ' injuries', ' from', ' google', ' scholar', ' with', ' no', ' restrictions', ' on', ' publication', ' year']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0154,  0.0290,  0.0043,  ...,  0.0052, -0.0078, -0.0048],
        [ 0.0076,  0.0054, -0.0193,  ...,  0.0001, -0.0115, -0.0064],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
